bin_low_edge,contents,binerror,xtitle,binlabel
-1.5,0.0,0.0,,
-0.5,0.0,0.0726245,,
0.5,0.0,0.0726245,,
1.5,0.16666666666666666,0.143604,,
2.5,0.0,0.0726245,,
3.5,0.0,0.0726245,,
4.5,0.0,0.0726245,,
5.5,0.0,0.0726245,,
6.5,0.0,0.0726245,,
7.5,0.0,0.0726245,,
8.5,0.0,0.0726245,,
9.5,0.0,0.0726245,,
10.5,0.0,0.0726245,,
11.5,0.0,0.0726245,,
12.5,0.0,0.0726245,,
13.5,0.0,0.0726245,,
14.5,0.16666666666666666,0.143604,,
15.5,0.0,0.0726245,,
16.5,0.0,0.0726245,,
17.5,0.0,0.0726245,,
18.5,0.0,0.0726245,,
19.5,0.0,0.0726245,,
20.5,0.0,0.0726245,,
21.5,0.16666666666666666,0.143604,,
22.5,0.0,0.0726245,,
23.5,0.0,0.0726245,,
24.5,0.0,0.0726245,,
25.5,0.0,0.0726245,,
26.5,0.0,0.0726245,,
27.5,0.0,0.0726245,,
28.5,0.0,0.0726245,,
29.5,0.0,0.0726245,,
30.5,0.0,0.0726245,,
31.5,0.0,0.0726245,,
32.5,0.0,0.0726245,,
33.5,0.0,0.0726245,,
34.5,0.0,0.0726245,,
35.5,0.0,0.0726245,,
36.5,0.0,0.0726245,,
37.5,0.5,0.17102499999999998,,
38.5,0.3333333333333333,0.16458450000000002,,
39.5,0.0,0.0726245,,
40.5,0.0,0.0726245,,
41.5,0.0,0.0726245,,
42.5,0.0,0.0726245,,
43.5,0.0,0.0726245,,
44.5,0.0,0.0726245,,
45.5,0.0,0.0726245,,
46.5,0.16666666666666666,0.143604,,
47.5,0.0,0.0726245,,
48.5,0.0,0.0726245,,
49.5,0.0,0.0726245,,
50.5,0.0,0.0726245,,
51.5,0.0,0.0726245,,
52.5,0.16666666666666666,0.143604,,
53.5,0.0,0.0726245,,
54.5,0.16666666666666666,0.143604,,
55.5,0.0,0.0726245,,
56.5,0.16666666666666666,0.143604,,
57.5,0.16666666666666666,0.143604,,
58.5,0.0,0.0726245,,
59.5,0.0,0.0726245,,
60.5,0.0,0.0726245,,
61.5,0.0,0.0726245,,
62.5,0.0,0.0726245,,
63.5,0.6666666666666666,0.16458450000000002,,
64.5,0.16666666666666666,0.143604,,
65.5,0.16666666666666666,0.143604,,
66.5,0.0,0.0726245,,
67.5,0.16666666666666666,0.143604,,
68.5,0.16666666666666666,0.143604,,
69.5,0.16666666666666666,0.143604,,
70.5,0.0,0.0726245,,
71.5,0.0,0.0726245,,
72.5,0.0,0.0726245,,
73.5,0.0,0.0726245,,
74.5,0.0,0.0726245,,
75.5,0.0,0.0726245,,
76.5,0.0,0.0726245,,
77.5,0.0,0.0726245,,
78.5,0.0,0.0726245,,
79.5,0.0,0.0726245,,
80.5,0.0,0.0726245,,
81.5,0.0,0.0726245,,
82.5,0.0,0.0726245,,
83.5,0.0,0.0726245,,
84.5,0.0,0.0726245,,
