bin_low_edge,contents,binerror,xtitle,binlabel
1.5,0.0,0.0,,
2.5,0.0,0.120082,,
3.5,0.0,0.120082,,
4.5,0.0,0.120082,,
5.5,0.0,0.120082,,
6.5,0.0,0.120082,,
7.5,0.0,0.120082,,
8.5,0.3333333333333333,0.210199,,
9.5,0.6666666666666666,0.21019899999999997,,
10.5,0.6666666666666666,0.21019899999999997,,
11.5,0.0,0.120082,,
12.5,0.6666666666666666,0.21019899999999997,,
13.5,0.0,0.120082,,
14.5,0.0,0.120082,,
15.5,0.0,0.120082,,
16.5,0.0,0.120082,,
17.5,0.0,0.120082,,
18.5,0.0,0.0,,
