bin_low_edge,contents,binerror,xtitle,binlabel
-0.05333333333333334,0.0,0.0,,
-0.05,0.0,0.0,,
-0.04666666666666667,0.0,0.0,,
-0.043333333333333335,0.0,0.0,,
-0.04,0.0,0.0,,
-0.03666666666666667,0.0,0.0,,
-0.03333333333333334,1.0,1.0,,
-0.030000000000000002,0.0,0.0,,
-0.02666666666666667,1.0,1.0,,
-0.023333333333333334,6.0,2.449489742783178,,
-0.02,3.0,1.7320508075688772,,
-0.01666666666666667,6.0,2.449489742783178,,
-0.013333333333333336,19.0,4.358898943540674,,
-0.010000000000000002,24.0,4.898979485566356,,
-0.006666666666666668,26.0,5.0990195135927845,,
-0.003333333333333334,26.0,5.0990195135927845,,
0.0,52.0,7.211102550927978,,
0.003333333333333334,15.0,3.872983346207417,,
0.006666666666666668,1.0,1.0,,
0.010000000000000002,2.0,1.4142135623730951,,
0.013333333333333336,0.0,0.0,,
0.016666666666666663,0.0,0.0,,
0.020000000000000004,0.0,0.0,,
0.02333333333333333,0.0,0.0,,
0.026666666666666672,0.0,0.0,,
0.03,0.0,0.0,,
0.03333333333333334,0.0,0.0,,
0.03666666666666667,0.0,0.0,,
0.04000000000000001,0.0,0.0,,
0.043333333333333335,0.0,0.0,,
0.046666666666666676,0.0,0.0,,
0.05,0.0,0.0,,
