bin_low_edge,contents,binerror,xtitle,binlabel
216.5,0.0,0.0,,
217.5,0.0,0.0836585,,
218.5,0.0,0.0836585,,
219.5,0.0,0.0836585,,
220.5,0.0,0.0836585,,
221.5,0.0,0.0836585,,
222.5,0.0,0.0836585,,
223.5,0.0,0.0836585,,
224.5,0.2,0.161221,,
225.5,0.0,0.0836585,,
226.5,0.6,0.18049999999999997,,
227.5,0.0,0.0836585,,
228.5,0.0,0.0836585,,
229.5,0.0,0.0836585,,
230.5,0.0,0.0836585,,
231.5,0.0,0.0836585,,
232.5,0.2,0.161221,,
233.5,0.0,0.0836585,,
234.5,0.0,0.0836585,,
235.5,0.0,0.0836585,,
236.5,0.0,0.0836585,,
237.5,0.0,0.0836585,,
238.5,0.0,0.0836585,,
239.5,0.0,0.0836585,,
240.5,0.0,0.0836585,,
241.5,0.0,0.0836585,,
242.5,0.0,0.0836585,,
243.5,0.0,0.0836585,,
244.5,0.0,0.0836585,,
245.5,0.0,0.0836585,,
246.5,0.0,0.0836585,,
247.5,0.0,0.0836585,,
248.5,0.0,0.0836585,,
249.5,0.2,0.161221,,
250.5,0.2,0.161221,,
251.5,0.0,0.0836585,,
252.5,0.0,0.0836585,,
253.5,0.0,0.0836585,,
254.5,0.0,0.0836585,,
255.5,0.0,0.0836585,,
256.5,0.0,0.0836585,,
257.5,0.0,0.0836585,,
258.5,0.0,0.0836585,,
259.5,0.0,0.0836585,,
260.5,0.0,0.0836585,,
261.5,0.0,0.0836585,,
262.5,0.0,0.0836585,,
263.5,0.0,0.0836585,,
264.5,0.0,0.0836585,,
265.5,0.0,0.0836585,,
266.5,0.0,0.0836585,,
267.5,0.2,0.161221,,
268.5,0.2,0.161221,,
269.5,0.0,0.0836585,,
270.5,0.0,0.0836585,,
271.5,0.0,0.0836585,,
272.5,0.0,0.0836585,,
273.5,0.0,0.0836585,,
274.5,0.0,0.0836585,,
275.5,0.2,0.161221,,
276.5,0.0,0.0836585,,
277.5,0.2,0.161221,,
278.5,0.0,0.0836585,,
279.5,0.0,0.0836585,,
280.5,0.0,0.0836585,,
281.5,0.0,0.0836585,,
282.5,0.0,0.0836585,,
283.5,0.0,0.0836585,,
284.5,0.0,0.0836585,,
285.5,0.0,0.0836585,,
286.5,0.0,0.0836585,,
287.5,0.0,0.0836585,,
288.5,0.0,0.0836585,,
289.5,0.0,0.0836585,,
290.5,0.0,0.0836585,,
291.5,0.0,0.0836585,,
292.5,0.0,0.0836585,,
293.5,0.0,0.0836585,,
294.5,0.0,0.0,,
