bin_low_edge,contents,binerror,xtitle,binlabel
-4.5,0.0,0.0,inferred - true,
-3.5,0.005494505494505495,0.005494505494505495,inferred - true,
-2.5,0.01098901098901099,0.007770404188863161,inferred - true,
-1.5,0.19230769230769232,0.03250593287417372,inferred - true,
-0.5,0.5934065934065934,0.057100576073699255,inferred - true,
0.5,0.08241758241758243,0.02128012827586493,inferred - true,
1.5,0.038461538461538464,0.01453709511573951,inferred - true,
2.5,0.02197802197802198,0.01098901098901099,inferred - true,
3.5,0.01098901098901099,0.007770404188863161,inferred - true,
4.5,0.027472527472527476,0.012286087788460385,inferred - true,
5.5,0.016483516483516484,0.009516762678949877,inferred - true,
6.5,0.0,0.0,inferred - true,
