bin_low_edge,contents,binerror,xtitle,binlabel
-1.5,0.0,0.0,hamming distance,
-0.5,0.67,0.057879184513951125,hamming distance,
0.5,0.0,0.0,hamming distance,
1.5,0.0,0.0,hamming distance,
2.5,0.005,0.005,hamming distance,
3.5,0.03,0.01224744871391589,hamming distance,
4.5,0.035,0.013228756555322954,hamming distance,
5.5,0.02,0.01,hamming distance,
6.5,0.01,0.007071067811865475,hamming distance,
7.5,0.0,0.0,hamming distance,
8.5,0.025,0.01118033988749895,hamming distance,
9.5,0.035,0.013228756555322954,hamming distance,
10.5,0.02,0.01,hamming distance,
11.5,0.02,0.01,hamming distance,
12.5,0.0,0.0,hamming distance,
13.5,0.01,0.007071067811865475,hamming distance,
14.5,0.0,0.0,hamming distance,
15.5,0.005,0.005,hamming distance,
16.5,0.0,0.0,hamming distance,
17.5,0.005,0.005,hamming distance,
18.5,0.0,0.0,hamming distance,
19.5,0.01,0.007071067811865475,hamming distance,
20.5,0.015,0.008660254037844387,hamming distance,
21.5,0.0,0.0,hamming distance,
22.5,0.0,0.0,hamming distance,
23.5,0.0,0.0,hamming distance,
24.5,0.015,0.008660254037844387,hamming distance,
25.5,0.005,0.005,hamming distance,
26.5,0.0,0.0,hamming distance,
27.5,0.0,0.0,hamming distance,
28.5,0.0,0.0,hamming distance,
29.5,0.0,0.0,hamming distance,
30.5,0.02,0.01,hamming distance,
31.5,0.0,0.0,hamming distance,
32.5,0.005,0.005,hamming distance,
33.5,0.0,0.0,hamming distance,
34.5,0.005,0.005,hamming distance,
35.5,0.0,0.0,hamming distance,
36.5,0.005,0.005,hamming distance,
37.5,0.0,0.0,hamming distance,
38.5,0.0,0.0,hamming distance,
39.5,0.0,0.0,hamming distance,
40.5,0.0,0.0,hamming distance,
41.5,0.0,0.0,hamming distance,
42.5,0.0,0.0,hamming distance,
43.5,0.0,0.0,hamming distance,
44.5,0.0,0.0,hamming distance,
45.5,0.0,0.0,hamming distance,
46.5,0.0,0.0,hamming distance,
47.5,0.0,0.0,hamming distance,
48.5,0.0,0.0,hamming distance,
49.5,0.01,0.007071067811865475,hamming distance,
50.5,0.0,0.0,hamming distance,
51.5,0.0,0.0,hamming distance,
52.5,0.0,0.0,hamming distance,
53.5,0.0,0.0,hamming distance,
54.5,0.0,0.0,hamming distance,
55.5,0.0,0.0,hamming distance,
56.5,0.0,0.0,hamming distance,
57.5,0.0,0.0,hamming distance,
58.5,0.0,0.0,hamming distance,
59.5,0.0,0.0,hamming distance,
60.5,0.0,0.0,hamming distance,
61.5,0.0,0.0,hamming distance,
62.5,0.0,0.0,hamming distance,
63.5,0.0,0.0,hamming distance,
64.5,0.0,0.0,hamming distance,
65.5,0.02,0.01,hamming distance,
66.5,0.0,0.0,hamming distance,
