bin_low_edge,contents,binerror,xtitle,binlabel
-1.5,0.0,0.0,hamming distance,
-0.5,0.7000000000000001,0.05916079783099616,hamming distance,
0.5,0.01,0.007071067811865475,hamming distance,
1.5,0.055,0.016583123951777,hamming distance,
2.5,0.01,0.007071067811865475,hamming distance,
3.5,0.075,0.019364916731037084,hamming distance,
4.5,0.01,0.007071067811865475,hamming distance,
5.5,0.03,0.01224744871391589,hamming distance,
6.5,0.04,0.01414213562373095,hamming distance,
7.5,0.0,0.0,hamming distance,
8.5,0.03,0.01224744871391589,hamming distance,
9.5,0.015,0.008660254037844387,hamming distance,
10.5,0.0,0.0,hamming distance,
11.5,0.005,0.005,hamming distance,
12.5,0.0,0.0,hamming distance,
13.5,0.005,0.005,hamming distance,
14.5,0.005,0.005,hamming distance,
15.5,0.0,0.0,hamming distance,
16.5,0.0,0.0,hamming distance,
17.5,0.0,0.0,hamming distance,
18.5,0.0,0.0,hamming distance,
19.5,0.0,0.0,hamming distance,
20.5,0.0,0.0,hamming distance,
21.5,0.0,0.0,hamming distance,
22.5,0.005,0.005,hamming distance,
23.5,0.0,0.0,hamming distance,
24.5,0.0,0.0,hamming distance,
25.5,0.0,0.0,hamming distance,
26.5,0.005,0.005,hamming distance,
27.5,0.0,0.0,hamming distance,
