bin_low_edge,contents,binerror,xtitle,binlabel
-11.5,0.0,0.0,inferred - true,
-10.5,0.005,0.005,inferred - true,
-9.5,0.0,0.0,inferred - true,
-8.5,0.0,0.0,inferred - true,
-7.5,0.005,0.005,inferred - true,
-6.5,0.0,0.0,inferred - true,
-5.5,0.01,0.007071067811865475,inferred - true,
-4.5,0.0,0.0,inferred - true,
-3.5,0.0,0.0,inferred - true,
-2.5,0.025,0.01118033988749895,inferred - true,
-1.5,0.1,0.0223606797749979,inferred - true,
-0.5,0.64,0.0565685424949238,inferred - true,
0.5,0.06,0.017320508075688773,inferred - true,
1.5,0.035,0.013228756555322954,inferred - true,
2.5,0.04,0.01414213562373095,inferred - true,
3.5,0.015,0.008660254037844387,inferred - true,
4.5,0.005,0.005,inferred - true,
5.5,0.03,0.01224744871391589,inferred - true,
6.5,0.005,0.005,inferred - true,
7.5,0.005,0.005,inferred - true,
8.5,0.0,0.0,inferred - true,
9.5,0.0,0.0,inferred - true,
10.5,0.0,0.0,inferred - true,
11.5,0.0,0.0,inferred - true,
12.5,0.015,0.008660254037844387,inferred - true,
13.5,0.0,0.0,inferred - true,
14.5,0.0,0.0,inferred - true,
15.5,0.0,0.0,inferred - true,
16.5,0.0,0.0,inferred - true,
17.5,0.0,0.0,inferred - true,
18.5,0.005,0.005,inferred - true,
19.5,0.0,0.0,inferred - true,
