bin_low_edge,contents,binerror,xtitle,binlabel
213.5,0.0,0.0,,
214.5,0.0,0.120082,,
215.5,0.0,0.120082,,
216.5,0.0,0.120082,,
217.5,0.0,0.120082,,
218.5,0.3333333333333333,0.210199,,
219.5,0.0,0.120082,,
220.5,0.0,0.120082,,
221.5,0.0,0.120082,,
222.5,0.3333333333333333,0.210199,,
223.5,0.0,0.120082,,
224.5,0.0,0.120082,,
225.5,0.0,0.120082,,
226.5,0.0,0.120082,,
227.5,0.6666666666666666,0.21019899999999997,,
228.5,0.6666666666666666,0.21019899999999997,,
229.5,0.0,0.120082,,
230.5,0.3333333333333333,0.210199,,
231.5,0.3333333333333333,0.210199,,
232.5,0.0,0.120082,,
233.5,0.0,0.120082,,
234.5,0.0,0.120082,,
235.5,0.6666666666666666,0.21019899999999997,,
236.5,0.0,0.120082,,
237.5,0.3333333333333333,0.210199,,
238.5,0.0,0.120082,,
239.5,0.3333333333333333,0.210199,,
240.5,0.0,0.120082,,
241.5,0.0,0.120082,,
242.5,0.3333333333333333,0.210199,,
243.5,0.0,0.120082,,
244.5,0.0,0.120082,,
245.5,0.3333333333333333,0.210199,,
246.5,0.0,0.120082,,
247.5,0.3333333333333333,0.210199,,
248.5,0.3333333333333333,0.210199,,
249.5,0.0,0.120082,,
250.5,0.3333333333333333,0.210199,,
251.5,0.0,0.120082,,
252.5,0.0,0.120082,,
253.5,0.0,0.120082,,
254.5,0.0,0.120082,,
255.5,0.0,0.120082,,
256.5,0.0,0.120082,,
257.5,0.0,0.120082,,
258.5,0.0,0.120082,,
259.5,0.0,0.120082,,
260.5,0.0,0.120082,,
261.5,0.0,0.120082,,
262.5,0.0,0.120082,,
263.5,0.6666666666666666,0.21019899999999997,,
264.5,0.0,0.120082,,
265.5,0.0,0.120082,,
266.5,0.0,0.120082,,
267.5,0.0,0.120082,,
268.5,0.0,0.120082,,
269.5,0.0,0.120082,,
270.5,0.0,0.120082,,
271.5,0.0,0.120082,,
272.5,0.0,0.120082,,
273.5,0.0,0.120082,,
274.5,0.3333333333333333,0.210199,,
275.5,0.0,0.120082,,
276.5,0.0,0.120082,,
277.5,0.0,0.120082,,
278.5,0.0,0.120082,,
279.5,0.0,0.120082,,
280.5,0.3333333333333333,0.210199,,
281.5,0.0,0.120082,,
282.5,0.0,0.120082,,
283.5,0.0,0.120082,,
284.5,0.0,0.120082,,
285.5,0.0,0.120082,,
286.5,0.3333333333333333,0.210199,,
287.5,0.0,0.120082,,
288.5,0.0,0.120082,,
289.5,0.0,0.120082,,
290.5,0.0,0.120082,,
291.5,0.0,0.120082,,
292.5,0.0,0.120082,,
293.5,0.0,0.120082,,
294.5,0.0,0.120082,,
295.5,0.0,0.0,,
