bin_low_edge,contents,binerror,xtitle,binlabel
-15.5,0.0,0.0,inferred - true,
-14.5,0.005,0.005,inferred - true,
-13.5,0.0,0.0,inferred - true,
-12.5,0.0,0.0,inferred - true,
-11.5,0.0,0.0,inferred - true,
-10.5,0.0,0.0,inferred - true,
-9.5,0.0,0.0,inferred - true,
-8.5,0.0,0.0,inferred - true,
-7.5,0.0,0.0,inferred - true,
-6.5,0.04,0.01414213562373095,inferred - true,
-5.5,0.0,0.0,inferred - true,
-4.5,0.015,0.008660254037844387,inferred - true,
-3.5,0.01,0.007071067811865475,inferred - true,
-2.5,0.015,0.008660254037844387,inferred - true,
-1.5,0.09,0.021213203435596423,inferred - true,
-0.5,0.5700000000000001,0.05338539126015655,inferred - true,
0.5,0.07,0.01870828693386971,inferred - true,
1.5,0.045,0.015000000000000001,inferred - true,
2.5,0.035,0.013228756555322954,inferred - true,
3.5,0.035,0.013228756555322954,inferred - true,
4.5,0.005,0.005,inferred - true,
5.5,0.04,0.01414213562373095,inferred - true,
6.5,0.02,0.01,inferred - true,
7.5,0.0,0.0,inferred - true,
8.5,0.0,0.0,inferred - true,
9.5,0.005,0.005,inferred - true,
10.5,0.0,0.0,inferred - true,
